datetime,advance,decline,unchange,main_index_value,main_index_change
2026-02-28 16:00:51,6,44,0,25178.65,0
2026-02-28 16:01:52,6,44,0,25178.65,0.0
2026-02-28 16:02:53,6,44,0,25178.65,0.0
2026-02-28 16:03:54,6,44,0,25178.65,0.0
2026-02-28 16:04:55,6,44,0,25178.65,0.0
