datetime,advance,decline,unchange,main_index_value,main_index_change
2026-02-28 16:00:52,30,170,0,14121.05,0
2026-02-28 16:01:53,30,170,0,14121.05,0.0
2026-02-28 16:02:53,30,170,0,14121.05,0.0
2026-02-28 16:03:54,30,170,0,14121.05,0.0
2026-02-28 16:04:55,30,170,0,14121.05,0.0
